16,725,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,631,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
16,4,1,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
16,794,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,573,-1,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
16,213,-1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
17,466,1,4,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0
17,148,1,4,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0
17,725,-1,6,0,4,0,0,0,0,0,0,0,1,0,1,0,0,0
17,601,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
17,280,1,9,1,1,0,0,0,0,0,0,0,0,2,5,0,0,0
17,1220,-1,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
17,794,-1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
17,734,1,6,1,0,0,0,0,0,0,1,0,1,1,2,0,0,0
18,329,1,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
18,2,1,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
18,110,-1,3,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
18,783,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,529,-1,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
18,499,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,148,1,3,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0
18,725,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,599,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
18,573,-1,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
19,1218,1,7,3,0,2,0,0,0,0,0,1,1,0,0,0,0,0
19,1624,-1,7,0,1,0,0,1,1,0,0,0,4,0,0,0,0,0
19,2835,1,17,6,2,0,0,0,0,0,1,3,2,1,1,1,0,0
19,3095,1,12,1,1,1,1,1,0,2,0,3,1,0,1,0,0,0
19,1944,1,4,0,0,0,1,0,1,0,0,0,2,0,0,0,0,0
19,3206,1,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,861,1,13,2,0,0,0,3,0,0,1,4,1,0,0,2,0,0
19,1440,1,11,2,1,1,0,1,0,0,1,3,1,0,1,0,0,0
19,376,1,19,3,6,2,2,0,0,0,0,1,4,0,1,0,0,0
19,1315,1,12,1,0,0,0,2,4,0,2,2,0,0,1,0,0,0
19,902,1,19,0,0,0,0,8,5,0,3,0,1,0,0,1,1,0
19,5415,-1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
19,2730,1,6,0,0,1,1,0,0,0,0,2,0,1,1,0,0,0
19,2221,-1,14,0,1,0,0,4,2,0,1,0,4,0,0,1,1,0
19,5720,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,1501,1,4,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0
19,856,1,4,1,0,0,0,2,0,0,0,1,0,0,0,0,0,0
19,3315,1,13,0,3,3,0,0,0,0,1,1,2,0,3,0,0,0
19,309,1,7,1,3,0,0,1,0,0,0,0,1,1,0,0,0,0
19,2102,-1,16,1,0,0,2,8,0,0,0,2,1,0,2,0,0,0
19,2488,1,18,0,0,0,0,4,3,0,4,2,1,0,1,0,3,0
19,3641,-1,5,0,1,0,1,0,0,0,0,0,2,0,1,0,0,0
19,2106,1,5,1,0,0,0,1,0,0,0,3,0,0,0,0,0,0
19,443,1,3,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
19,189,1,7,0,0,2,1,3,0,0,0,1,0,0,0,0,0,0
19,3009,-1,24,0,6,0,0,2,5,0,1,1,3,0,0,0,5,0
19,5442,-1,3,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0
19,457,1,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
19,206,1,7,1,0,0,0,3,0,1,1,0,0,1,0,0,0,0
19,848,1,10,2,0,2,0,1,3,0,0,1,0,0,0,0,1,0
19,5585,-1,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
19,1364,1,10,1,3,1,1,0,0,0,0,1,2,0,1,0,0,0
19,1620,1,9,1,0,2,1,0,1,0,0,2,1,0,1,0,0,0
19,441,-1,33,2,6,0,1,6,7,0,4,1,1,0,1,1,3,0
19,1496,-1,12,1,4,0,0,0,0,0,0,0,7,0,0,0,0,0
19,1508,1,5,1,0,0,1,0,2,0,0,1,0,0,0,0,0,0
19,1631,1,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
19,5469,-1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
19,5470,-1,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
19,2527,1,16,3,1,0,0,4,1,0,1,3,1,0,1,0,0,1
19,3387,1,3,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0
19,4324,1,3,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0
19,4647,1,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
19,5229,-1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
19,2109,1,3,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
19,3056,1,7,1,0,0,0,0,2,0,0,2,1,1,0,0,0,0
19,4337,-1,6,0,0,0,0,2,2,0,1,0,0,0,0,0,1,0
19,1619,1,5,2,0,0,0,1,0,0,0,2,0,0,0,0,0,0
19,3955,-1,4,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0
19,3956,1,8,0,2,0,1,0,0,0,0,0,4,0,1,0,0,0
19,2422,1,16,3,1,0,1,2,2,1,3,1,1,0,0,1,0,0
19,1015,1,6,0,0,0,0,1,1,1,1,0,2,0,0,0,0,0
19,3064,1,9,1,2,0,2,1,0,0,0,0,2,0,0,0,1,0
19,3065,1,10,1,0,0,0,2,2,0,3,0,0,0,0,1,1,0
19,5370,-1,3,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
20,148,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
20,631,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,280,1,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
20,506,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,1122,1,3,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0
22,10,1,6,0,1,0,0,2,2,0,0,0,1,0,0,0,0,0
22,599,1,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
22,13,1,5,0,1,0,0,1,2,0,1,0,0,0,0,0,0,0
22,527,1,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
22,240,1,5,0,0,0,1,3,1,0,0,0,0,0,0,0,0,0
22,416,1,3,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0
22,662,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,631,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,1305,-1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
22,218,-1,6,0,1,0,0,3,1,0,0,0,1,0,0,0,0,0
22,1626,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,734,1,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
23,573,1,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
23,10303,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,3138,1,4,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0
23,10821,-1,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
23,8262,-1,3,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
23,73,1,3,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0
23,98,1,27,1,3,0,2,10,2,1,5,1,2,0,0,0,0,0
23,8276,-1,3,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0
23,8277,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
23,8279,-1,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
23,6235,-1,4,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0
23,2140,1,4,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0
23,10850,-1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
23,6246,1,22,5,0,1,0,1,5,3,6,1,0,0,0,0,0,0
23,190,1,4,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0
23,5241,-1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
23,2683,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,1663,-1,4,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0
23,10880,-1,5,0,1,2,0,0,0,0,0,0,2,0,0,0,0,0
23,6790,-1,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0
23,2183,-1,3,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0
23,7828,-1,5,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0
23,10903,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,10904,1,5,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0
23,153,1,3,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0
23,154,-1,8,1,0,0,0,4,0,3,0,0,0,0,0,0,0,0
23,9071,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,1182,1,13,2,0,0,0,3,1,5,2,0,0,0,0,0,0,0
23,8351,-1,8,0,1,1,0,1,3,0,1,1,0,0,0,0,0,0
23,9389,-1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
23,8367,-1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
23,177,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,4275,1,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
23,4279,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,3256,-1,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
23,8378,-1,5,1,1,0,0,0,0,0,0,1,2,0,0,0,0,0
23,7358,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
23,706,1,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
23,5828,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,4982,1,7,0,0,0,0,3,2,0,2,0,0,0,0,0,0,0
23,4811,1,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
23,4311,1,3,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0
23,5889,1,9,0,1,0,0,1,0,2,5,0,0,0,0,0,0,0
23,6367,1,10,0,0,0,0,2,1,0,7,0,0,0,0,0,0,0
23,7399,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,5864,-1,6,1,1,0,0,1,0,3,0,0,0,0,0,0,0,0
23,1257,1,3,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0
23,239,1,13,0,3,0,1,2,1,0,1,0,4,0,0,0,1,0
23,1266,1,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
23,3315,1,4,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0
23,1782,-1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,2296,-1,3,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0
23,766,-1,3,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
23,1791,-1,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
23,2304,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
23,2817,-1,3,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
23,9480,-1,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
23,3372,1,11,1,3,0,0,0,1,2,4,0,0,0,0,0,0,0
23,4271,-1,3,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
23,8985,-1,3,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
23,9501,-1,3,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0
23,10014,-1,3,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
23,3871,-1,14,3,4,4,1,0,0,0,1,0,1,0,0,0,0,0
23,7969,-1,3,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
23,1826,-1,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
23,4899,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,807,1,4,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0
23,812,-1,25,2,5,0,1,0,6,3,5,1,0,0,0,1,1,0
23,4914,-1,3,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0
23,9951,-1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
23,8000,1,3,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0
23,321,-1,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
23,4931,-1,8,1,3,1,0,0,0,1,0,1,1,0,0,0,0,0
23,9029,-1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,8526,-1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
23,2902,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,4445,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
23,2915,-1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
23,5990,1,5,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0
23,3943,-1,12,1,1,0,0,0,2,0,6,1,1,0,0,0,0,0
23,2926,-1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
23,2109,-1,5,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0
23,9072,1,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
23,10102,1,3,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0
23,6013,1,4,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0
23,1339,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,3968,1,6,2,3,0,1,0,0,0,0,0,0,0,0,0,0,0
23,6030,-1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
23,399,-1,4,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0
23,10129,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,8596,1,4,0,0,0,0,1,0,0,2,0,0,0,0,1,0,0
23,10134,1,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
23,4249,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,419,-1,3,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0
23,1094,1,13,1,2,1,1,3,0,3,1,1,0,0,0,0,0,0
23,3498,-1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
23,8109,-1,8,1,0,1,0,1,0,3,0,2,0,0,0,0,0,0
23,1454,-1,8,0,1,0,0,0,0,4,1,0,2,0,0,0,0,0
23,5551,1,3,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0
23,9139,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
23,3006,1,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
23,8639,-1,5,0,1,0,2,0,0,1,0,0,1,0,0,0,0,0
23,5570,-1,12,0,0,0,0,1,1,1,2,3,3,0,0,1,0,0
23,5578,-1,7,1,3,0,0,0,2,0,0,0,1,0,0,0,0,0
23,2551,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
23,9165,-1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
23,5829,1,8,2,3,1,0,0,0,0,0,1,1,0,0,0,0,0
23,9689,-1,4,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0
23,5086,1,3,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
23,10743,-1,4,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0
23,506,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,5546,1,7,1,2,0,0,2,0,1,0,0,1,0,0,0,0,0
23,8190,-1,6,0,0,1,0,0,0,0,2,2,1,0,0,0,0,0
24,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,573,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1799,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1160,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,275,-1,4,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0
25,917,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,807,1,4,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0
25,1193,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,692,-1,3,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0
25,1206,-1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
25,573,-1,3,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0
25,190,1,4,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0
25,831,-1,4,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0
25,963,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
25,41,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,859,-1,5,0,0,0,0,1,0,2,2,0,0,0,0,0,0,0
25,348,-1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
25,354,1,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
25,101,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,2027,-1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
25,2029,-1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
25,659,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,958,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,2039,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,110,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,783,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,275,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
27,661,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,506,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,573,-1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
28,4,1,11,4,0,1,0,0,1,1,0,4,0,0,0,0,0,0
28,9,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
28,13,1,16,2,0,2,0,4,0,0,4,3,1,0,0,0,0,0
28,2062,-1,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
28,2064,-1,8,0,4,0,1,0,0,0,0,0,2,0,1,0,0,0
28,1041,1,6,1,1,2,0,0,0,0,0,0,2,0,0,0,0,0
28,1046,1,7,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0
28,547,-1,10,0,2,0,3,0,0,0,0,2,2,0,1,0,0,0
28,37,-1,7,2,0,0,1,1,0,0,0,2,1,0,0,0,0,0
28,2089,-1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
28,1067,1,28,0,3,0,0,7,1,2,12,0,2,0,0,0,1,0
28,2095,-1,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
28,2096,-1,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
28,1586,1,7,3,0,2,0,0,0,0,0,2,0,0,0,0,0,0
28,2109,-1,14,2,4,1,0,0,0,0,0,5,2,0,0,0,0,0
28,2112,-1,11,0,4,0,0,0,1,0,3,0,1,0,0,1,1,0
28,578,1,12,4,0,0,0,2,0,2,1,1,0,0,0,2,0,0
28,581,1,4,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0
28,2119,1,12,1,0,2,0,5,0,0,1,2,0,0,0,1,0,0
28,77,1,8,5,0,0,0,2,0,0,1,0,0,0,0,0,0,0
28,872,1,13,1,0,3,0,2,0,0,4,2,0,1,0,0,0,0
28,600,1,18,0,0,1,0,4,2,1,4,4,0,0,0,2,0,0
28,602,1,6,1,0,0,0,1,0,0,0,4,0,0,0,0,0,0
28,603,1,22,2,0,1,0,5,0,0,6,7,0,0,0,0,1,0
28,2140,1,27,2,0,0,0,4,0,1,12,6,1,0,0,0,1,0
28,98,-1,13,0,2,0,2,3,0,3,0,1,2,0,0,0,0,0
28,1126,1,15,4,0,1,0,2,0,0,1,6,0,1,0,0,0,0
28,1640,1,9,2,0,1,0,1,0,0,0,3,2,0,0,0,0,0
28,1132,1,17,1,2,1,1,2,0,0,0,2,6,0,1,1,0,0
28,2160,1,4,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0
28,1649,-1,10,0,5,0,1,0,0,0,0,0,3,0,0,1,0,0
28,120,-1,5,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0
28,1658,-1,7,0,2,0,0,1,0,0,1,0,3,0,0,0,0,0
28,127,-1,10,0,2,0,1,3,0,0,1,0,2,0,1,0,0,0
28,641,1,16,3,0,1,0,3,2,0,5,1,0,0,0,0,1,0
28,2178,-1,9,1,1,1,0,1,0,0,0,1,3,0,1,0,0,0
28,2183,-1,4,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0
28,136,1,7,2,2,0,0,1,0,0,1,1,0,0,0,0,0,0
28,147,1,11,4,0,2,0,2,0,0,0,3,0,0,0,0,0,0
28,148,1,6,2,0,0,0,2,0,0,0,2,0,0,0,0,0,0
28,1185,-1,4,0,2,0,1,0,0,0,0,0,1,0,0,0,0,0
28,1192,-1,8,0,3,0,0,0,0,0,1,0,1,0,1,1,1,0
28,169,-1,17,0,1,0,1,2,3,2,5,0,2,1,0,0,0,0
28,1206,1,8,2,1,1,1,0,0,0,1,0,2,0,0,0,0,0
28,191,-1,15,0,1,0,1,1,0,0,6,0,4,0,1,0,1,0
28,2752,-1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
28,1730,1,8,4,0,0,0,0,0,0,0,1,2,1,0,0,0,0
28,2250,1,6,1,0,0,0,0,1,0,0,1,2,1,0,0,0,0
28,1230,-1,6,0,2,0,0,0,0,0,0,0,4,0,0,0,0,0
28,213,-1,11,1,3,2,2,1,0,0,0,2,0,0,0,0,0,0
28,218,-1,18,0,5,0,3,1,1,1,3,0,4,0,0,0,0,0
28,1248,1,10,1,1,1,0,2,1,0,1,3,0,0,0,0,0,0
28,2786,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,2789,-1,6,0,2,0,1,0,0,0,0,1,1,0,1,0,0,0
28,230,-1,13,0,2,0,2,6,0,1,0,0,1,0,0,0,0,1
28,573,1,8,0,1,1,1,2,0,0,0,2,1,0,0,0,0,0
28,235,1,12,3,0,1,0,0,0,1,6,1,0,0,0,0,0,0
28,2800,-1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
28,2801,-1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
28,1266,1,9,1,1,0,1,2,0,0,2,1,0,0,0,1,0,0
28,41,-1,12,1,3,0,0,1,1,0,4,0,1,0,0,1,0,0
28,1151,-1,5,0,2,1,1,0,0,0,0,0,1,0,0,0,0,0
28,1278,-1,15,0,6,0,1,2,1,0,0,0,4,0,1,0,0,0
28,725,-1,3,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0
28,2304,-1,14,1,1,1,2,1,0,0,0,0,7,1,0,0,0,0
28,2829,-1,6,0,4,0,0,0,0,0,0,0,2,0,0,0,0,0
28,783,-1,7,1,2,0,2,0,0,0,0,0,2,0,0,0,0,0
28,280,1,9,3,2,1,1,0,0,0,1,0,1,0,0,0,0,0
